award_name,award_url,award_category,year,winner,notes,table_index,row_index,raw_cells
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2001","San Miguel","conference: All-Filipino; Series: 4–2; Runner-up: Barangay Ginebra; Third place: Pop Cola; Winning coach: Jong Uichico","1","79","[""2001"",""All-Filipino"",""San Miguel"",""4–2"",""Barangay Ginebra"",""Pop Cola"",""Jong Uichico""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2001","Red Bull","conference: Commissioner's; Series: 4–2; Runner-up: San Miguel; Third place: Alaska; Winning coach: Yeng Guiao","1","80","[""2001"",""Commissioner's"",""Red Bull"",""4–2"",""San Miguel"",""Alaska"",""Yeng Guiao""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2001","Sta. Lucia","conference: Governors'; Series: 4–2; Runner-up: San Miguel; Third place: Shell; Winning coach: Norman Black","1","81","[""2001"",""Governors'"",""Sta. Lucia"",""4–2"",""San Miguel"",""Shell"",""Norman Black""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2002","Purefoods","conference: Governors'; Series: 4–3; Runner-up: Alaska; Third place: Coca-Cola; Winning coach: Ryan Gregorio","1","82","[""2002"",""Governors'"",""Purefoods"",""4–3"",""Alaska"",""Coca-Cola"",""Ryan Gregorio""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2002","Red Bull","conference: Commissioner's; Series: 4–3; Runner-up: Talk 'N Text; Third place: San Miguel; Winning coach: Yeng Guiao","1","83","[""2002"",""Commissioner's"",""Red Bull"",""4–3"",""Talk 'N Text"",""San Miguel"",""Yeng Guiao""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2002","Coca-Cola","conference: All-Filipino; Series: 3–1; Runner-up: Alaska; Third place: San Miguel; Winning coach: Chot Reyes","1","84","[""2002"",""All-Filipino"",""Coca-Cola"",""3–1"",""Alaska"",""San Miguel"",""Chot Reyes""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2003","Talk 'N Text","conference: All-Filipino; Series: 4–2; Runner-up: Coca-Cola; Third place: Alaska; Winning coach: Joel Banal","1","85","[""2003"",""All-Filipino"",""Talk 'N Text"",""4–2"",""Coca-Cola"",""Alaska"",""Joel Banal""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2003","Alaska","conference: Invitational; Series: 2–1; Runner-up: Coca-Cola; Third place: FedEx; Winning coach: Tim Cone","1","86","[""2003"",""Invitational"",""Alaska"",""2–1"",""Coca-Cola"",""FedEx"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2003","Coca-Cola","conference: Reinforced; Series: 4–3; Runner-up: San Miguel; Third place: Talk 'N Text; Winning coach: Chot Reyes","1","87","[""2003"",""Reinforced"",""Coca-Cola"",""4–3"",""San Miguel"",""Talk 'N Text"",""Chot Reyes""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","(2004)","Barangay Ginebra","conference: Fiesta; Series: 3–1; Runner-up: Red Bull; Third place: Talk 'N Text; Winning coach: Siot Tanquingcen","1","88","[""(2004)"",""Fiesta"",""Barangay Ginebra"",""3–1"",""Red Bull"",""Talk 'N Text"",""Siot Tanquingcen""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2004–05","Barangay Ginebra","conference: Philippine; Series: 4–2; Runner-up: Talk 'N Text; Third place: San Miguel; Winning coach: Siot Tanquingcen","1","89","[""2004–05"",""Philippine"",""Barangay Ginebra"",""4–2"",""Talk 'N Text"",""San Miguel"",""Siot Tanquingcen""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2004–05","San Miguel","conference: Fiesta; Series: 4–1; Runner-up: Talk 'N Text; Third place: Shell; Winning coach: Jong Uichico","1","90","[""2004–05"",""Fiesta"",""San Miguel"",""4–1"",""Talk 'N Text"",""Shell"",""Jong Uichico""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2005–06","Red Bull","conference: Fiesta; Series: 4–2; Runner-up: Purefoods; Third place: Air21; Winning coach: Yeng Guiao","1","91","[""2005–06"",""Fiesta"",""Red Bull"",""4–2"",""Purefoods"",""Air21"",""Yeng Guiao""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2005–06","Purefoods","conference: Philippine; Series: 4–2; Runner-up: Red Bull; Third place: Alaska; Winning coach: Ryan Gregorio","1","92","[""2005–06"",""Philippine"",""Purefoods"",""4–2"",""Red Bull"",""Alaska"",""Ryan Gregorio""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2006–07","Barangay Ginebra","conference: Philippine; Series: 4–2; Runner-up: San Miguel; Third place: Talk 'N Text; Winning coach: Jong Uichico","1","93","[""2006–07"",""Philippine"",""Barangay Ginebra"",""4–2"",""San Miguel"",""Talk 'N Text"",""Jong Uichico""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2006–07","Alaska","conference: Fiesta; Series: 4–3; Runner-up: Talk 'N Text; Third place: Red Bull; Winning coach: Tim Cone","1","94","[""2006–07"",""Fiesta"",""Alaska"",""4–3"",""Talk 'N Text"",""Red Bull"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2007–08","Sta. Lucia","conference: Philippine; Series: 4–3; Runner-up: Purefoods; Third place: Red Bull; Winning coach: Boyet Fernandez","1","95","[""2007–08"",""Philippine"",""Sta. Lucia"",""4–3"",""Purefoods"",""Red Bull"",""Boyet Fernandez""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2007–08","Barangay Ginebra","conference: Fiesta; Series: 4–3; Runner-up: Air21; Third place: Red Bull; Winning coach: Jong Uichico","1","96","[""2007–08"",""Fiesta"",""Barangay Ginebra"",""4–3"",""Air21"",""Red Bull"",""Jong Uichico""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2008–09","Talk 'N Text","conference: Philippine; Series: 4–3; Runner-up: Alaska; Third place: Sta. Lucia; Winning coach: Chot Reyes","1","97","[""2008–09"",""Philippine"",""Talk 'N Text"",""4–3"",""Alaska"",""Sta. Lucia"",""Chot Reyes""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2008–09","San Miguel","conference: Fiesta; Series: 4–3; Runner-up: Barangay Ginebra; Third place: Burger King; Winning coach: Siot Tanquingcen","1","98","[""2008–09"",""Fiesta"",""San Miguel"",""4–3"",""Barangay Ginebra"",""Burger King"",""Siot Tanquingcen""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2009–10","Purefoods","conference: Philippine; Series: 4–0; Runner-up: Alaska; Third place: San Miguel; Winning coach: Ryan Gregorio","1","99","[""2009–10"",""Philippine"",""Purefoods"",""4–0"",""Alaska"",""San Miguel"",""Ryan Gregorio""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2009–10","Alaska","conference: Fiesta; Series: 4–2; Runner-up: San Miguel; Third place: Talk 'N Text; Winning coach: Tim Cone","1","100","[""2009–10"",""Fiesta"",""Alaska"",""4–2"",""San Miguel"",""Talk 'N Text"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2010–11","Talk 'N Text","conference: Philippine; Series: 4–2; Runner-up: San Miguel; Winning coach: Chot Reyes","2","1","[""2010–11"",""Philippine"",""Talk 'N Text"",""4–2"",""San Miguel"",""Chot Reyes""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2010–11","Talk 'N Text","conference: Commissioner's; Series: 4–2; Runner-up: Barangay Ginebra; Winning coach: Chot Reyes","2","2","[""2010–11"",""Commissioner's"",""Talk 'N Text"",""4–2"",""Barangay Ginebra"",""Chot Reyes""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2010–11","Petron","conference: Governors'; Series: 4–3; Runner-up: Talk 'N Text; Winning coach: Ato Agustin","2","3","[""2010–11"",""Governors'"",""Petron"",""4–3"",""Talk 'N Text"",""Ato Agustin""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2011–12","Talk 'N Text","conference: Philippine; Series: 4–1; Runner-up: Powerade; Winning coach: Chot Reyes","2","4","[""2011–12"",""Philippine"",""Talk 'N Text"",""4–1"",""Powerade"",""Chot Reyes""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2011–12","B-Meg","conference: Commissioner's; Series: 4–3; Runner-up: Talk 'N Text; Winning coach: Tim Cone","2","5","[""2011–12"",""Commissioner's"",""B-Meg"",""4–3"",""Talk 'N Text"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2011–12","Rain or Shine","conference: Governors'; Series: 4–3; Runner-up: B-Meg; Winning coach: Yeng Guiao","2","6","[""2011–12"",""Governors'"",""Rain or Shine"",""4–3"",""B-Meg"",""Yeng Guiao""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2012–13","Talk 'N Text","conference: Philippine; Series: 4–0; Runner-up: Rain or Shine; Winning coach: Norman Black","2","7","[""2012–13"",""Philippine"",""Talk 'N Text"",""4–0"",""Rain or Shine"",""Norman Black""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2012–13","Alaska","conference: Commissioner's; Series: 3–0; Runner-up: Barangay Ginebra; Winning coach: Luigi Trillo","2","8","[""2012–13"",""Commissioner's"",""Alaska"",""3–0"",""Barangay Ginebra"",""Luigi Trillo""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2012–13","San Mig Coffee","conference: Governors'; Series: 4–3; Runner-up: Petron; Winning coach: Tim Cone","2","9","[""2012–13"",""Governors'"",""San Mig Coffee"",""4–3"",""Petron"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2013–14","San Mig Coffee","conference: Philippine; Series: 4–2; Runner-up: Rain or Shine; Winning coach: Tim Cone","2","10","[""2013–14"",""Philippine"",""San Mig Coffee"",""4–2"",""Rain or Shine"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2013–14","San Mig Coffee","conference: Commissioner's; Series: 3–1; Runner-up: Talk 'N Text; Winning coach: Tim Cone","2","11","[""2013–14"",""Commissioner's"",""San Mig Coffee"",""3–1"",""Talk 'N Text"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2013–14","San Mig Coffee","conference: Governors'; Series: 3–2; Runner-up: Rain or Shine; Winning coach: Tim Cone","2","12","[""2013–14"",""Governors'"",""San Mig Coffee"",""3–2"",""Rain or Shine"",""Tim Cone""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2014–15","San Miguel","conference: Philippine; Series: 4–3; Runner-up: Alaska; Winning coach: Leo Austria","2","13","[""2014–15"",""Philippine"",""San Miguel"",""4–3"",""Alaska"",""Leo Austria""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2014–15","Talk 'N Text","conference: Commissioner's; Series: 4–3; Runner-up: Rain or Shine; Winning coach: Jong Uichico","2","14","[""2014–15"",""Commissioner's"",""Talk 'N Text"",""4–3"",""Rain or Shine"",""Jong Uichico""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2014–15","San Miguel","conference: Governors'; Series: 4–0; Runner-up: Alaska; Winning coach: Leo Austria","2","15","[""2014–15"",""Governors'"",""San Miguel"",""4–0"",""Alaska"",""Leo Austria""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2015–16","San Miguel","conference: Philippine; Series: 4–3; Runner-up: Alaska; Winning coach: Leo Austria","2","16","[""2015–16"",""Philippine"",""San Miguel"",""4–3"",""Alaska"",""Leo Austria""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2015–16","Rain or Shine","conference: Commissioner's; Series: 4–2; Runner-up: Alaska; Winning coach: Yeng Guiao","2","17","[""2015–16"",""Commissioner's"",""Rain or Shine"",""4–2"",""Alaska"",""Yeng Guiao""]"
"List of Philippine Basketball Association champions","https://en.wikipedia.org/wiki/List_of_Philippine_Basketball_Association_champions","Unknown","2015–16","Barangay Ginebra","conference: Governors'; Series: 4–2; Runner-up: Meralco; Winning coach: Tim Cone","2","18","[""2015–16"",""Governors'"",""Barangay Ginebra"",""4–2"",""Meralco"",""Tim Cone""]"
